Region,Date,Confirmed,Recovered/Migrated,Deceased
Jammu and Kashmir,20200329,31.0,1.0,1.0
Karnataka,20200329,76.0,5.0,3.0
Kerala,20200329,182.0,15.0,1.0
Ladakh,20200329,13.0,3.0,0.0
Madhya Pradesh,20200329,30.0,0.0,2.0
Maharashtra,20200329,186.0,25.0,6.0
Manipur,20200329,1.0,0.0,0.0
Mizoram,20200329,1.0,0.0,0.0
Odisha,20200329,3.0,0.0,0.0
Puducherry,20200329,1.0,0.0,0.0
Punjab,20200329,38.0,1.0,1.0
Rajasthan,20200329,54.0,3.0,0.0
Tamil Nadu,20200329,42.0,2.0,1.0
Telangana,20200329,66.0,1.0,1.0
Uttarakhand,20200329,6.0,1.0,0.0
Uttar Pradesh,20200329,55.0,11.0,0.0
West Bengal,20200329,17.0,0.0,1.0
National Total,20200329,979.0,87.0,25.0
Andhra Pradesh,20200330,23.0,1.0,0.0
Andaman and Nicobar Islands,20200330,9.0,0.0,0.0
Bihar,20200330,15.0,0.0,1.0
Chandigarh,20200330,8.0,0.0,0.0
Chhattisgarh,20200330,7.0,0.0,0.0
Delhi,20200330,87.0,6.0,2.0
Goa,20200330,5.0,0.0,0.0
Gujarat,20200330,69.0,1.0,6.0
Haryana,20200330,36.0,18.0,0.0
Himachal Pradesh,20200330,3.0,0.0,1.0
Jammu and Kashmir,20200330,48.0,2.0,2.0
Karnataka,20200330,83.0,5.0,3.0
Kerala,20200330,202.0,19.0,1.0
Ladakh,20200330,13.0,3.0,0.0
Madhya Pradesh,20200330,47.0,0.0,3.0
Maharashtra,20200330,198.0,25.0,8.0
Manipur,20200330,1.0,0.0,0.0
Mizoram,20200330,1.0,0.0,0.0
Odisha,20200330,3.0,0.0,0.0
Puducherry,20200330,1.0,0.0,0.0
Punjab,20200330,38.0,1.0,1.0
Rajasthan,20200330,59.0,3.0,0.0
Tamil Nadu,20200330,67.0,4.0,1.0
Telangana,20200330,71.0,1.0,1.0
Uttarakhand,20200330,7.0,2.0,0.0
Uttar Pradesh,20200330,82.0,11.0,0.0
West Bengal,20200330,22.0,0.0,1.0
National Total,20200330,1205.0,102.0,31.0
Andhra Pradesh,20200331,40.0,1.0,0.0
Andaman and Nicobar Islands,20200331,10.0,0.0,0.0
Bihar,20200331,15.0,0.0,1.0
Chandigarh,20200331,13.0,0.0,0.0
Chhattisgarh,20200331,8.0,0.0,0.0
Delhi,20200331,97.0,6.0,2.0
Goa,20200331,5.0,0.0,0.0
Gujarat,20200331,73.0,3.0,6.0
Haryana,20200331,40.0,21.0,0.0
Himachal Pradesh,20200331,3.0,0.0,1.0
Jammu and Kashmir,20200331,54.0,2.0,2.0
Karnataka,20200331,83.0,5.0,3.0
Kerala,20200331,234.0,19.0,1.0
Ladakh,20200331,13.0,3.0,0.0
Madhya Pradesh,20200331,47.0,0.0,3.0
Maharashtra,20200331,216.0,39.0,9.0
Manipur,20200331,1.0,0.0,0.0
Mizoram,20200331,1.0,0.0,0.0
Odisha,20200331,3.0,0.0,0.0
Puducherry,20200331,1.0,0.0,0.0
Punjab,20200331,41.0,1.0,3.0
Rajasthan,20200331,74.0,3.0,0.0
Tamil Nadu,20200331,74.0,4.0,1.0
Telangana,20200331,79.0,1.0,1.0
Uttarakhand,20200331,7.0,2.0,0.0
Uttar Pradesh,20200331,101.0,14.0,0.0
West Bengal,20200331,26.0,0.0,2.0
National Total,20200331,1359.0,124.0,35.0
Andhra Pradesh,20200401,83.0,1.0,0.0
Andaman and Nicobar Islands,20200401,10.0,0.0,0.0
Bihar,20200401,23.0,0.0,1.0
Chandigarh,20200401,13.0,0.0,0.0
Chhattisgarh,20200401,9.0,0.0,0.0
Delhi,20200401,120.0,6.0,2.0
Goa,20200401,5.0,0.0,0.0
Gujarat,20200401,74.0,5.0,6.0
Haryana,20200401,43.0,21.0,0.0
Himachal Pradesh,20200401,3.0,0.0,1.0
Jammu and Kashmir,20200401,55.0,2.0,2.0
Karnataka,20200401,101.0,8.0,3.0
Kerala,20200401,241.0,23.0,2.0
Ladakh,20200401,13.0,3.0,0.0
Madhya Pradesh,20200401,47.0,0.0,3.0
Maharashtra,20200401,302.0,39.0,9.0
Manipur,20200401,1.0,0.0,0.0
Mizoram,20200401,1.0,0.0,0.0
Odisha,20200401,4.0,0.0,0.0
Puducherry,20200401,1.0,0.0,0.0
Punjab,20200401,41.0,1.0,3.0
Rajasthan,20200401,93.0,3.0,0.0
Tamil Nadu,20200401,124.0,4.0,1.0
Telangana,20200401,94.0,1.0,3.0
Uttarakhand,20200401,7.0,2.0,0.0
Uttar Pradesh,20200401,103.0,14.0,0.0
West Bengal,20200401,26.0,0.0,2.0
National Total,20200401,1637.0,133.0,38.0
Andhra Pradesh,20200402,86.0,1.0,1.0
Andaman and Nicobar Islands,20200402,10.0,0.0,0.0
Assam,20200402,5.0,0.0,0.0
Bihar,20200402,24.0,0.0,1.0
Chandigarh,20200402,16.0,0.0,0.0
Chhattisgarh,20200402,9.0,2.0,0.0
Delhi,20200402,219.0,8.0,4.0
Goa,20200402,5.0,0.0,0.0
Gujarat,20200402,87.0,8.0,7.0
Haryana,20200402,43.0,21.0,0.0
Himachal Pradesh,20200402,3.0,1.0,1.0
Jammu and Kashmir,20200402,62.0,2.0,2.0
Jharkhand,20200402,1.0,0.0,0.0
Karnataka,20200402,110.0,9.0,3.0
Kerala,20200402,265.0,25.0,2.0
Ladakh,20200402,13.0,3.0,0.0
Madhya Pradesh,20200402,99.0,0.0,6.0
Maharashtra,20200402,335.0,42.0,13.0
Manipur,20200402,1.0,0.0,0.0
Mizoram,20200402,1.0,0.0,0.0
Odisha,20200402,4.0,0.0,0.0
Puducherry,20200402,3.0,1.0,0.0
Punjab,20200402,46.0,1.0,4.0
Rajasthan,20200402,108.0,3.0,0.0
Tamil Nadu,20200402,234.0,6.0,1.0
Telangana,20200402,107.0,1.0,3.0
Uttarakhand,20200402,7.0,2.0,0.0
Uttar Pradesh,20200402,113.0,14.0,2.0
West Bengal,20200402,53.0,6.0,3.0
National Total,20200402,2069.0,156.0,53.0
Andhra Pradesh,20200403,132.0,1.0,1.0
Andaman and Nicobar Islands,20200403,10.0,0.0,0.0
Arunachal Pradesh,20200403,1.0,0.0,0.0
Assam,20200403,16.0,0.0,0.0
Bihar,20200403,24.0,0.0,1.0
Chandigarh,20200403,18.0,0.0,0.0
Chhattisgarh,20200403,9.0,2.0,0.0
Delhi,20200403,219.0,8.0,4.0
Goa,20200403,6.0,0.0,0.0
Gujarat,20200403,87.0,8.0,7.0
Haryana,20200403,43.0,21.0,0.0
Himachal Pradesh,20200403,6.0,1.0,1.0
Jammu and Kashmir,20200403,70.0,3.0,2.0
Jharkhand,20200403,2.0,0.0,0.0
Karnataka,20200403,124.0,10.0,3.0
Kerala,20200403,286.0,27.0,2.0
Ladakh,20200403,14.0,3.0,0.0
Madhya Pradesh,20200403,99.0,0.0,6.0
Maharashtra,20200403,335.0,42.0,16.0
Manipur,20200403,2.0,0.0,0.0
Mizoram,20200403,1.0,0.0,0.0
Odisha,20200403,5.0,0.0,0.0
Puducherry,20200403,3.0,1.0,0.0
Punjab,20200403,46.0,1.0,4.0
Rajasthan,20200403,133.0,3.0,0.0
Tamil Nadu,20200403,309.0,6.0,1.0
Telangana,20200403,107.0,1.0,3.0
Uttarakhand,20200403,10.0,2.0,0.0
Uttar Pradesh,20200403,113.0,14.0,2.0
West Bengal,20200403,53.0,3.0,3.0
National Total,20200403,2283.0,157.0,56.0
Andhra Pradesh,20200404,161.0,1.0,1.0
Andaman and Nicobar Islands,20200404,10.0,0.0,0.0
Arunachal Pradesh,20200404,1.0,0.0,0.0
Assam,20200404,24.0,0.0,0.0
Bihar,20200404,29.0,0.0,1.0
Chandigarh,20200404,18.0,0.0,0.0
Chhattisgarh,20200404,9.0,3.0,0.0
Delhi,20200404,386.0,8.0,6.0
Goa,20200404,6.0,0.0,0.0
Gujarat,20200404,95.0,10.0,9.0
Haryana,20200404,49.0,24.0,0.0
Himachal Pradesh,20200404,6.0,1.0,1.0
Jammu and Kashmir,20200404,75.0,3.0,2.0
Jharkhand,20200404,2.0,0.0,0.0
Karnataka,20200404,128.0,12.0,3.0
Kerala,20200404,295.0,41.0,2.0
Ladakh,20200404,14.0,3.0,0.0
Madhya Pradesh,20200404,104.0,0.0,6.0
Maharashtra,20200404,423.0,42.0,19.0
Manipur,20200404,2.0,0.0,0.0
Mizoram,20200404,1.0,0.0,0.0
Odisha,20200404,5.0,0.0,0.0
Puducherry,20200404,5.0,1.0,0.0
Punjab,20200404,53.0,1.0,5.0
Rajasthan,20200404,179.0,3.0,0.0
Tamil Nadu,20200404,411.0,6.0,1.0
Telangana,20200404,158.0,1.0,7.0
Uttarakhand,20200404,16.0,2.0,0.0
Uttar Pradesh,20200404,174.0,19.0,2.0
West Bengal,20200404,63.0,3.0,3.0
National Total,20200404,2902.0,184.0,68.0
Andhra Pradesh,20200405,190.0,1.0,1.0
Andaman and Nicobar Islands,20200405,10.0,0.0,0.0
Arunachal Pradesh,20200405,1.0,0.0,0.0
Assam,20200405,26.0,0.0,0.0
Bihar,20200405,30.0,0.0,1.0
Chandigarh,20200405,18.0,0.0,0.0
Chhattisgarh,20200405,9.0,3.0,0.0
Delhi,20200405,503.0,18.0,7.0
Goa,20200405,7.0,0.0,0.0
Gujarat,20200405,122.0,18.0,11.0
Haryana,20200405,59.0,25.0,1.0
Himachal Pradesh,20200405,6.0,1.0,1.0
Jammu and Kashmir,20200405,106.0,4.0,2.0
Jharkhand,20200405,3.0,0.0,0.0
Karnataka,20200405,144.0,12.0,4.0
Kerala,20200405,306.0,49.0,2.0
Ladakh,20200405,14.0,10.0,0.0
Madhya Pradesh,20200405,165.0,0.0,9.0
Maharashtra,20200405,490.0,42.0,24.0
Manipur,20200405,2.0,0.0,0.0
Mizoram,20200405,1.0,0.0,0.0
Odisha,20200405,20.0,0.0,0.0
Puducherry,20200405,5.0,1.0,0.0
Punjab,20200405,57.0,1.0,5.0
Rajasthan,20200405,200.0,21.0,0.0
Tamil Nadu,20200405,485.0,6.0,3.0
Telangana,20200405,269.0,32.0,7.0
Uttarakhand,20200405,22.0,2.0,0.0
Uttar Pradesh,20200405,227.0,19.0,2.0
West Bengal,20200405,80.0,10.0,3.0
National Total,20200405,3577.0,275.0,83.0
Andhra Pradesh,20200406,226.0,1.0,3.0
Andaman and Nicobar Islands,20200406,10.0,0.0,0.0
Arunachal Pradesh,20200406,1.0,0.0,0.0
Assam,20200406,26.0,0.0,0.0
Bihar,20200406,32.0,0.0,1.0
Chandigarh,20200406,18.0,0.0,0.0
Chhattisgarh,20200406,10.0,8.0,0.0
Delhi,20200406,523.0,19.0,7.0
Goa,20200406,7.0,0.0,0.0
Gujarat,20200406,144.0,22.0,12.0
Haryana,20200406,84.0,25.0,1.0
Himachal Pradesh,20200406,13.0,2.0,1.0
Jammu and Kashmir,20200406,109.0,4.0,2.0
Jharkhand,20200406,4.0,0.0,0.0
Karnataka,20200406,151.0,12.0,4.0
Kerala,20200406,314.0,55.0,2.0
Ladakh,20200406,14.0,10.0,0.0
Madhya Pradesh,20200406,165.0,0.0,9.0
Maharashtra,20200406,748.0,56.0,45.0
Manipur,20200406,2.0,0.0,0.0
Mizoram,20200406,1.0,0.0,0.0
Odisha,20200406,21.0,2.0,0.0
Puducherry,20200406,5.0,1.0,0.0
Punjab,20200406,76.0,4.0,6.0
Rajasthan,20200406,274.0,21.0,0.0
Tamil Nadu,20200406,571.0,8.0,5.0
Telangana,20200406,321.0,34.0,7.0
Uttarakhand,20200406,26.0,4.0,0.0
Uttar Pradesh,20200406,305.0,21.0,3.0
West Bengal,20200406,80.0,10.0,3.0
National Total,20200406,4281.0,319.0,111.0
Andhra Pradesh,20200407,266.0,1.0,3.0
Andaman and Nicobar Islands,20200407,10.0,0.0,0.0
Arunachal Pradesh,20200407,1.0,0.0,0.0
Assam,20200407,26.0,0.0,0.0
Bihar,20200407,32.0,0.0,1.0
Chandigarh,20200407,18.0,7.0,0.0
Chhattisgarh,20200407,10.0,9.0,0.0
Delhi,20200407,576.0,21.0,7.0
Goa,20200407,7.0,0.0,0.0
Gujarat,20200407,165.0,25.0,13.0
Haryana,20200407,90.0,25.0,1.0
Himachal Pradesh,20200407,13.0,2.0,1.0
Jammu and Kashmir,20200407,116.0,4.0,2.0
Jharkhand,20200407,4.0,0.0,0.0
Karnataka,20200407,175.0,25.0,4.0
Kerala,20200407,327.0,58.0,2.0
Ladakh,20200407,14.0,10.0,0.0
Madhya Pradesh,20200407,229.0,0.0,13.0
Maharashtra,20200407,868.0,56.0,48.0
Manipur,20200407,2.0,0.0,0.0
Mizoram,20200407,1.0,0.0,0.0
Odisha,20200407,42.0,2.0,1.0
Puducherry,20200407,5.0,1.0,0.0
Punjab,20200407,91.0,4.0,7.0
Rajasthan,20200407,288.0,21.0,3.0
Tamil Nadu,20200407,621.0,8.0,5.0
Telangana,20200407,364.0,35.0,7.0
Tripura,20200407,1.0,0.0,0.0
Uttarakhand,20200407,31.0,5.0,0.0
Uttar Pradesh,20200407,305.0,21.0,3.0
West Bengal,20200407,91.0,13.0,3.0
National Total,20200407,4789.0,353.0,124.0
Andhra Pradesh,20200408,305.0,5.0,4.0
Andaman and Nicobar Islands,20200408,10.0,0.0,0.0
Arunachal Pradesh,20200408,1.0,0.0,0.0
Assam,20200408,27.0,0.0,0.0
Bihar,20200408,38.0,0.0,1.0
Chandigarh,20200408,18.0,7.0,0.0
Chhattisgarh,20200408,10.0,9.0,0.0
Delhi,20200408,576.0,21.0,9.0
Goa,20200408,7.0,0.0,0.0
Gujarat,20200408,165.0,25.0,13.0
Haryana,20200408,147.0,28.0,3.0
Himachal Pradesh,20200408,18.0,2.0,1.0
Jammu and Kashmir,20200408,116.0,4.0,2.0
Jharkhand,20200408,4.0,0.0,0.0
Karnataka,20200408,175.0,25.0,4.0
Kerala,20200408,336.0,70.0,2.0
Ladakh,20200408,14.0,10.0,0.0
Madhya Pradesh,20200408,229.0,0.0,13.0
Maharashtra,20200408,1018.0,79.0,64.0
Manipur,20200408,2.0,0.0,0.0
Mizoram,20200408,1.0,0.0,0.0
Odisha,20200408,42.0,2.0,1.0
Puducherry,20200408,5.0,1.0,0.0
Punjab,20200408,91.0,4.0,7.0
Rajasthan,20200408,328.0,21.0,3.0
Tamil Nadu,20200408,690.0,19.0,7.0
Telangana,20200408,427.0,35.0,7.0
Tripura,20200408,1.0,0.0,0.0
Uttarakhand,20200408,31.0,5.0,0.0
Uttar Pradesh,20200408,343.0,26.0,3.0
West Bengal,20200408,99.0,13.0,5.0
National Total,20200408,5274.0,411.0,149.0
Andhra Pradesh,20200409,348.0,6.0,4.0
Andaman and Nicobar Islands,20200409,11.0,0.0,0.0
Arunachal Pradesh,20200409,1.0,0.0,0.0
Assam,20200409,28.0,0.0,0.0
Bihar,20200409,39.0,0.0,1.0
Chandigarh,20200409,18.0,7.0,0.0
Chhattisgarh,20200409,10.0,9.0,0.0
Delhi,20200409,669.0,21.0,9.0
Goa,20200409,7.0,0.0,0.0
Gujarat,20200409,179.0,25.0,16.0
Haryana,20200409,169.0,29.0,3.0
Himachal Pradesh,20200409,18.0,2.0,1.0
Jammu and Kashmir,20200409,158.0,4.0,4.0
Jharkhand,20200409,13.0,0.0,0.0
Karnataka,20200409,181.0,28.0,5.0
Kerala,20200409,345.0,83.0,2.0
Ladakh,20200409,14.0,10.0,0.0
Madhya Pradesh,20200409,259.0,0.0,16.0
Maharashtra,20200409,1135.0,117.0,72.0
Manipur,20200409,2.0,1.0,0.0
Mizoram,20200409,1.0,0.0,0.0
Odisha,20200409,42.0,2.0,1.0
Puducherry,20200409,5.0,1.0,0.0
Punjab,20200409,101.0,4.0,8.0
Rajasthan,20200409,383.0,21.0,3.0
Tamil Nadu,20200409,738.0,21.0,8.0
Telangana,20200409,442.0,35.0,7.0
Tripura,20200409,1.0,0.0,0.0
Uttarakhand,20200409,35.0,5.0,0.0
Uttar Pradesh,20200409,410.0,31.0,4.0
West Bengal,20200409,103.0,16.0,5.0
National Total,20200409,5865.0,478.0,169.0
Andhra Pradesh,20200410,363.0,7.0,6.0
Andaman and Nicobar Islands,20200410,11.0,0.0,0.0
Arunachal Pradesh,20200410,1.0,0.0,0.0
Assam,20200410,29.0,0.0,0.0
Bihar,20200410,60.0,0.0,1.0
Chandigarh,20200410,18.0,7.0,0.0
Chhattisgarh,20200410,10.0,9.0,0.0
Delhi,20200410,898.0,25.0,13.0
Goa,20200410,7.0,1.0,0.0
Gujarat,20200410,241.0,26.0,17.0
Haryana,20200410,169.0,29.0,3.0
Himachal Pradesh,20200410,28.0,6.0,1.0
Jammu and Kashmir,20200410,184.0,6.0,4.0
Jharkhand,20200410,13.0,0.0,1.0
Karnataka,20200410,197.0,30.0,6.0
Kerala,20200410,357.0,96.0,2.0
Ladakh,20200410,15.0,10.0,0.0
Madhya Pradesh,20200410,259.0,0.0,16.0
Maharashtra,20200410,1364.0,125.0,97.0
Manipur,20200410,2.0,1.0,0.0
Mizoram,20200410,1.0,0.0,0.0
Odisha,20200410,44.0,2.0,1.0
Puducherry,20200410,5.0,1.0,0.0
Punjab,20200410,132.0,5.0,11.0
Rajasthan,20200410,463.0,21.0,3.0
Tamil Nadu,20200410,834.0,21.0,8.0
Telangana,20200410,473.0,35.0,7.0
Tripura,20200410,1.0,0.0,0.0
Uttarakhand,20200410,35.0,5.0,0.0
Uttar Pradesh,20200410,431.0,32.0,4.0
West Bengal,20200410,116.0,16.0,5.0
National Total,20200410,6761.0,516.0,206.0
Andhra Pradesh,20200411,381.0,11.0,6.0
Andaman and Nicobar Islands,20200411,11.0,0.0,0.0
Arunachal Pradesh,20200411,1.0,0.0,0.0
Assam,20200411,29.0,0.0,1.0
Bihar,20200411,60.0,0.0,1.0
Chandigarh,20200411,18.0,7.0,0.0
Chhattisgarh,20200411,18.0,9.0,0.0
Delhi,20200411,903.0,25.0,14.0
Goa,20200411,7.0,1.0,0.0
Gujarat,20200411,308.0,31.0,19.0
Haryana,20200411,177.0,29.0,3.0
Himachal Pradesh,20200411,28.0,6.0,1.0
Jammu and Kashmir,20200411,207.0,6.0,4.0
Jharkhand,20200411,17.0,0.0,1.0
Karnataka,20200411,214.0,37.0,6.0
Kerala,20200411,364.0,123.0,2.0
Ladakh,20200411,15.0,10.0,0.0
Madhya Pradesh,20200411,443.0,0.0,33.0
Maharashtra,20200411,1574.0,188.0,110.0
Manipur,20200411,2.0,1.0,0.0
Mizoram,20200411,1.0,0.0,0.0
Odisha,20200411,48.0,2.0,1.0
Puducherry,20200411,7.0,1.0,0.0
Punjab,20200411,132.0,5.0,11.0
Rajasthan,20200411,553.0,21.0,3.0
Tamil Nadu,20200411,911.0,44.0,8.0
Telangana,20200411,504.0,43.0,9.0
Tripura,20200411,2.0,0.0,0.0
Uttarakhand,20200411,35.0,5.0,0.0
Uttar Pradesh,20200411,433.0,32.0,4.0
West Bengal,20200411,126.0,16.0,5.0
National Total,20200411,7529.0,653.0,242.0
Andhra Pradesh,20200412,381.0,11.0,6.0
Andaman and Nicobar Islands,20200412,11.0,10.0,0.0
Arunachal Pradesh,20200412,1.0,0.0,0.0
Assam,20200412,29.0,0.0,1.0
Bihar,20200412,64.0,19.0,1.0
Chandigarh,20200412,19.0,7.0,0.0
Chhattisgarh,20200412,25.0,10.0,0.0
Delhi,20200412,1069.0,25.0,19.0
Goa,20200412,7.0,5.0,0.0
Gujarat,20200412,432.0,44.0,22.0
Haryana,20200412,185.0,29.0,3.0
Himachal Pradesh,20200412,32.0,6.0,1.0
Jammu and Kashmir,20200412,224.0,6.0,4.0
Jharkhand,20200412,17.0,0.0,1.0
Karnataka,20200412,226.0,37.0,6.0
Kerala,20200412,374.0,142.0,2.0
Ladakh,20200412,15.0,10.0,0.0
Madhya Pradesh,20200412,564.0,0.0,36.0
Maharashtra,20200412,1761.0,208.0,127.0
Manipur,20200412,2.0,1.0,0.0
Mizoram,20200412,1.0,0.0,0.0
Odisha,20200412,54.0,12.0,1.0
Puducherry,20200412,7.0,1.0,0.0
Punjab,20200412,151.0,5.0,11.0
Rajasthan,20200412,700.0,21.0,3.0
Tamil Nadu,20200412,969.0,44.0,10.0
Telangana,20200412,504.0,43.0,9.0
Tripura,20200412,2.0,0.0,0.0
Uttarakhand,20200412,35.0,5.0,0.0
Uttar Pradesh,20200412,452.0,45.0,5.0
West Bengal,20200412,134.0,19.0,5.0
National Total,20200412,8447.0,765.0,273.0
